,date,information,related
33,2022-11-21,"Headline: Tracking Wallace Weitz`s Weitz Investment Management Portfolio - Q3 2022 Update, source:Seeking Alpha, summary: No summary, Headline: Tracking Wallace Weitz's Weitz Investment Management Portfolio - Q3 2022 Update, source:SeekingAlpha, summary: Wallace Weitz's 13F portfolio value decreased from $1.91B to $1.70B this quarter. Learn more about Weitz Investment Management's holdings and trades for Q3 2022., Headline: Weitz Hickory Fund Q3 2022 Commentary, source:SeekingAlpha, summary: Weitz Hickory Fund returned -9.07% in the third quarter compared to -3.44% for the Russell Midcap Index. Click here to read the full fund letter., Headline: Weitz Partners III Opportunity Fund Q3 2022 Commentary, source:SeekingAlpha, summary: Weitz Partners III Opportunity Fund's Institutional Class returned -10.08% in Q3 2022 vs. -4.46% for the Russell 3000. Click here to read the full fund letter., Headline: Weitz Partners Value Fund Q3 2022 Commentary, source:SeekingAlpha, summary: Weitz Partners Value Fund's Institutional Class returned -6.32% for Q3 2022 compared to -4.46% for the Russell 3000.Click here to read the full fund letter., Headline: Weitz Value Fund Q3 2022 Commentary, source:SeekingAlpha, summary: Weitz Value Fund's Institutional Class returned -7.10% for the third quarter compared to -4.61% for the Russell 1000. Click here to read the full fund letter.",CSGP
34,2022-11-22,"Headline: Is CoStar Group (CSGP) a High Growth Potential Stock?, source:Yahoo, summary: Baron Funds, an investment management company, released its “Baron Real Estate Fund” third quarter 2022 investor letter. A copy of the same can be downloaded here. In the third quarter, the fund declined 4.86% (Institutional Shares) compared to a 4.99% decline for its primary benchmark, the MSCI USA IMI Extended Real Estate Index. At the same […], Headline: CoStar Group Named to Northern Virginia Technology Council’s 2022 Tech 100 List, source:Yahoo, summary: WASHINGTON, November 22, 2022--CoStar Group (NASDAQ: CSGP), a leading provider of online real estate marketplaces, information and analytics in the commercial and residential property markets, has been selected as a Tech 100 Honoree by Northern Virginia Technology Council (NVTC), the membership and trade association for the Northern Virginia technology community.",CSGP
35,2022-11-28,"Headline: Ranked: Office markets with biggest gains in sublease space, source:Yahoo, summary: An analysis of third-quarter CoStar Group Inc. data provided to The Business Journals found which markets, among 39, have seen the biggest gains in sublease inventory since the Covid-19 pandemic., Headline: Here’s Why CoStar Group (CSGP) Outperformed in the Third Quarter, source:Yahoo, summary: Harding Loevner, an asset management company, released its “Global Equity Strategy” third-quarter investor letter. A copy of the same can be downloaded here. In the third quarter, the strategy declined 5.6% gross of fees compared to a 6.7% decline for the MSCI All Country World Index. Strategy’s outperformance in the quarter was attributed to positive stock […]",CSGP
36,2022-11-30,"Headline: CoStar Group Integrates Homesnap Operations With Homes.Com, source:Yahoo, summary: WASHINGTON, November 30, 2022--CoStar Group (NASDAQ: CSGP) – a leading provider of online real estate marketplaces, information, and analytics in the commercial and residential property markets – today announced the next steps in its integration of Homes.com and Homesnap.",CSGP
37,2022-12-01,"Headline: Security company looks to unload more than 120K SF of Aurora office space, source:Yahoo, summary: The listing is one of five subleases over 100,000 square feet to hit the Denver-area market this year, according to CoStar research.",CSGP
38,2022-12-02,"Headline: Apartments.com Publishes November 2022 Growth Report, source:Yahoo, summary: WASHINGTON, December 02, 2022--Apartments.com – a CoStar Group company – released an in-depth report of multifamily rent growth trends for November 2022 backed by analyst observations. Monthly asking rents declined for their fourth straight month with the Sunbelt, Las Vegas and Phoenix highlighting the true nature of the deteriorating rent situation.",CSGP
39,2022-12-05,"Headline: Analysts Are Bullish on Top Technology Stocks: CoStar Group (CSGP), Northrop (NOC), source:TipRanks, summary: No summary, Headline: Is Check Point Software Technologies (CHKP) Outperforming Other Computer and Technology Stocks This Year?, source:Yahoo, summary: Here is how Check Point Software (CHKP) and CoStar Group (CSGP) have performed compared to their sector so far this year.",CSGP
40,2022-12-06,"Headline: Philip Morris, Starbucks among new ideas in BofA`s Alpha Surprise screen, source:Seeking Alpha, summary: No summary",CSGP
41,2022-12-07,"Headline: 3 Surefire Growth Stocks I Bought in 2022, source:Yahoo, summary: This has been a brutal year for stock investors.  Concern over decades-high inflation, rising interest rates, and a wavering economy has put the S&P 500, Nasdaq Composite, and Dow Jones Industrial Average into bear market territory.  Airbnb (NASDAQ: ABNB), Blackstone (NYSE: BX), and CoStar Group (NASDAQ: CSGP) are three growth stocks I purchased this year that I'm especially bullish on.",CSGP
42,2022-12-08,"Headline: Single-Family Rental REITs: Save The Gloom And Doom, source:SeekingAlpha, summary: Single-Family Rental REITs have uncharacteristically lagged this year- dipping by over 30%. Read more SFR REITs here.",CSGP
